,date,pm25,pm10,o3,no2,so2,co,Lat,Long,City,District,Country
34142,2021/4/5,39,33,61,11,4,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34143,2021/4/6,62,42,62,10,3,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34144,2021/4/7,70,32,54,11,3,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34145,2021/4/8,57,20,44,8,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34146,2021/4/9,40,27,62,8,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34147,2021/4/10,57,37,57,8,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34148,2021/4/11,71,22,41,9,3,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34149,2021/4/12,46,12,41,7,0,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34150,2021/4/13,28,26,47,10,3,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34151,2021/4/14,52,31,53,10,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34152,2021/4/15,57,32,41,10,0,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34153,2021/4/16,57,60,38,8,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34154,2021/4/17,57,26,41,8,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34155,2021/4/18,45,40,74,9,3,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34156,2021/4/19,56,55,111,13,3,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34157,2021/4/20,82,56,91,14,4,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34158,2021/4/21,84,58,76,12,4,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34159,2021/4/22,83,29,43,8,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34160,2021/4/23,30,22,50,11,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34161,2021/4/24,36,25,54,10,0,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34162,2021/4/25,37,15,44,9,1,0,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34163,2021/4/26,23,25,47,10,2,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34164,2021/4/27,60,49,48,10,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34165,2021/4/28,68,51,61,10,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34166,2021/4/29,78,32,46,9,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34167,2021/4/30,61,30,39,8,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34168,2021/5/1,69,20,46,7,0,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34169,2021/5/2,45,21,54,8,0,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34170,2021/5/3,60,29,38,9,0,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34171,2021/5/4,73,36,43,6,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34172,2021/5/5,53,44,52,8,2,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34173,2021/5/6,60,148,43,9,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34174,2021/5/7,110,297,60,6,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34175,2021/5/8,173,69,47,7,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34176,2021/5/9,77,15,30,9,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34177,2021/5/10,49,19,43,10,1,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34178,2021/5/11,52,14,45,7,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34179,2021/5/12,50,23,72,8,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34180,2021/5/13,63,42,70,9,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34181,2021/5/14,91,22,34,7,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34182,2021/5/15,72,7,24,5,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34183,2021/5/16,38,9,24,10,0,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34184,2021/5/17,54,28,55,8,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34185,2021/5/18,70,31,88,7,3,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34186,2021/5/19,75,23,39,8,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34187,2021/5/20,64,6,36,6,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34188,2021/5/21,27,23,67,6,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34189,2021/5/22,62,22,56,6,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34190,2021/5/23,62,59,62,8,3,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34191,2021/5/24,95,71,51,8,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34192,2021/5/25,99,28,41,7,0,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34193,2021/5/26,53,25,43,8,0,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34194,2021/5/27,63,20,52,7,2,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34195,2021/5/28,52,22,47,7,2,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34196,2021/5/29,52,21,60,6,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34197,2021/5/30,46,22,47,5,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34198,2021/5/31,48,27,61,6,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34199,2021/6/1,60,34,62,6,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34200,2021/6/2,68,23,33,6,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34201,2021/6/3,59,19,57,6,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34202,2021/6/4,35,39,80,6,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34203,2021/6/5,74,49,72,5,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34204,2021/6/6,95,31,49,7,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34205,2021/6/7,70,32,73,8,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34206,2021/6/8,70,32,68,8,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34207,2021/6/9,71,31,42,6,3,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34208,2021/6/10,70,18,32,5,2,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34209,2021/6/11,46,24,41,6,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34210,2021/6/12,57,26,50,6,2,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34211,2021/6/13,65,27,35,6,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34212,2021/6/14,67,16,27,5,0,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34213,2021/6/15,45,10,35,6,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34214,2021/6/16,13,10,22,6,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34215,2021/6/17,17,9,21,5,0,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34216,2021/6/18,19,38,55,6,2,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34217,2021/6/19,74,31,76,5,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34218,2021/6/20,65,44,54,7,2,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34219,2021/6/21,89,20,37,6,0,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34220,2021/6/22,48,16,18,6,0,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34221,2021/6/23,28,22,38,5,0,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34222,2021/6/24,50,32,55,6,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34223,2021/6/25,69,13,40,5,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34224,2021/6/26,31,16,49,5,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34225,2021/6/27,39,15,39,5,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34226,2021/6/28,40,15,40,5,1,0,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34227,2021/6/29,40,20,40,5,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34228,2021/6/30,57,20,55,6,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34229,2021/1/4,96,34,27,15,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34230,2021/1/5,85,26,24,13,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34231,2021/1/6,70,23,25,11,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34232,2021/1/7,60,22,23,13,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34233,2021/1/8,72,24,23,12,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34234,2021/1/9,75,32,27,10,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34235,2021/1/10,83,40,14,16,1,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34236,2021/1/11,110,47,25,15,2,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34237,2021/1/12,127,63,31,14,2,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34238,2021/1/13,128,72,24,17,3,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34239,2021/1/14,131,56,31,14,5,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34240,2021/1/15,118,57,30,9,2,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34241,2021/1/16,114,22,30,8,3,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34242,2021/1/17,58,34,30,12,3,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34243,2021/1/18,81,31,27,13,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34244,2021/1/19,76,41,19,17,4,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34245,2021/1/20,99,47,11,21,3,8,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34246,2021/1/21,113,36,11,19,4,9,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34247,2021/1/22,106,22,31,10,3,8,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34248,2021/1/23,65,19,30,10,2,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34249,2021/1/24,58,31,24,12,3,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34250,2021/1/25,82,0,19,12,3,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34251,2021/1/28,48,21,27,9,3,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34252,2021/1/29,47,41,27,10,3,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34253,2021/1/30,79,45,29,10,3,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34254,2021/1/31,97,52,30,13,3,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34255,2021/2/1,123,33,27,9,3,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34256,2021/2/2,78,29,27,10,3,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34257,2021/2/3,70,28,29,13,3,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34258,2021/2/4,71,29,30,13,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34259,2021/2/5,76,47,41,11,3,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34260,2021/2/6,113,61,37,9,3,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34261,2021/2/7,135,26,25,11,3,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34262,2021/2/8,60,27,27,14,3,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34263,2021/2/9,69,34,28,13,3,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34264,2021/2/10,90,54,38,11,2,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34265,2021/2/11,132,53,46,9,3,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34266,2021/2/12,131,58,47,11,3,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34267,2021/2/13,145,49,37,10,3,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34268,2021/2/14,126,37,32,9,3,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34269,2021/2/15,92,21,31,12,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34270,2021/2/16,56,28,29,6,0,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34271,2021/2/17,48,37,28,10,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34272,2021/2/18,60,37,44,9,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34273,2021/2/19,80,54,45,9,3,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34274,2021/2/20,98,53,54,9,3,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34275,2021/2/21,117,48,44,11,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34276,2021/2/22,92,46,28,15,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34277,2021/2/23,75,49,34,16,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34278,2021/2/24,100,50,27,16,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34279,2021/2/25,118,40,37,13,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34280,2021/2/26,91,22,37,8,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34281,2021/2/27,51,27,38,9,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34282,2021/2/28,64,23,35,10,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34283,2021/3/1,76,7,34,8,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34284,2021/3/2,23,0,30,9,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34285,2021/3/5,85,32,31,10,0,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34286,2021/3/6,70,22,37,7,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34287,2021/3/7,51,45,44,9,0,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34288,2021/3/8,99,49,43,13,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34289,2021/3/9,107,43,23,11,2,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34290,2021/3/10,94,53,56,15,0,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34291,2021/3/11,105,46,34,13,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34292,2021/3/12,108,31,45,10,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34293,2021/3/13,67,54,50,9,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34294,2021/3/14,117,46,44,9,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34295,2021/3/15,95,60,41,9,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34296,2021/3/16,68,63,47,12,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34297,2021/3/17,70,59,44,10,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34298,2021/3/18,79,36,42,9,3,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34299,2021/3/19,37,19,38,11,0,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34300,2021/3/20,36,42,38,11,4,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34301,2021/3/21,93,30,39,10,4,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34302,2021/3/22,53,63,53,12,6,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34303,2021/3/23,85,48,48,11,5,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34304,2021/3/24,74,50,75,12,7,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34305,2021/3/25,73,62,60,13,5,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34306,2021/3/26,98,42,44,13,5,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34307,2021/3/27,82,12,41,9,0,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34308,2021/3/28,30,194,41,10,6,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34309,2021/3/29,106,95,43,14,7,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34310,2021/3/30,89,38,49,12,7,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34311,2021/3/31,63,39,44,9,0,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34312,2020/10/1,53,23,43,3,0,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34313,2020/10/2,57,25,33,4,0,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34314,2020/10/3,52,27,37,4,4,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34315,2020/10/4,61,24,29,7,4,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34316,2020/10/5,46,21,29,7,4,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34317,2020/10/6,48,20,28,8,4,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34318,2020/10/7,48,15,35,7,3,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34319,2020/10/8,29,20,41,6,3,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34320,2020/10/9,34,25,40,6,0,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34321,2020/10/10,48,24,30,6,4,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34322,2020/10/11,48,29,46,8,0,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34323,2020/10/12,75,25,26,11,0,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34324,2020/10/13,52,31,36,11,4,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34325,2020/10/14,69,29,32,9,3,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34326,2020/10/15,59,41,17,16,4,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34327,2020/10/16,77,37,41,10,4,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34328,2020/10/17,89,32,41,8,2,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34329,2020/10/18,75,39,48,9,3,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34330,2020/10/19,86,44,44,10,3,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34331,2020/10/20,100,41,18,12,3,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34332,2020/10/21,88,36,33,10,3,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34333,2020/10/22,76,29,29,11,0,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34334,2020/10/23,53,28,30,10,3,1,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34335,2020/10/24,54,32,38,9,3,1,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34336,2020/10/25,66,43,45,9,3,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34337,2020/10/26,98,58,53,12,3,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34338,2020/10/27,143,60,45,12,3,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34339,2020/10/28,132,37,34,13,3,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34340,2020/10/29,70,41,29,14,3,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34341,2020/10/30,92,37,40,10,2,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34342,2020/10/31,80,31,28,9,0,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34343,2020/11/1,75,29,28,12,3,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34344,2020/11/2,62,25,26,10,3,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34345,2020/11/3,49,28,26,12,2,1,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34346,2020/11/4,54,41,30,15,4,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34347,2020/11/5,85,49,25,16,2,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34348,2020/11/6,116,54,48,12,4,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34349,2020/11/7,120,47,28,9,2,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34350,2020/11/8,85,28,23,10,3,1,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34351,2020/11/9,44,29,26,13,2,1,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34352,2020/11/10,60,40,31,14,3,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34353,2020/11/11,87,47,33,16,3,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34354,2020/11/12,109,58,42,14,3,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34355,2020/11/13,139,47,33,11,2,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34356,2020/11/14,104,47,44,11,3,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34357,2020/11/15,106,63,36,14,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34358,2020/11/16,152,57,40,10,3,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34359,2020/11/17,134,35,17,10,3,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34360,2020/11/18,89,21,24,7,2,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34361,2020/11/19,46,23,23,10,0,1,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34362,2020/11/20,59,32,26,11,2,1,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34363,2020/11/21,73,22,26,8,0,1,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34364,2020/11/22,60,27,24,12,2,1,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34365,2020/11/23,67,30,23,14,3,1,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34366,2020/11/24,75,42,20,19,3,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34367,2020/11/25,93,49,23,16,4,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34368,2020/11/26,124,43,22,12,0,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34369,2020/11/27,108,26,24,10,4,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34370,2020/11/28,63,27,23,9,0,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34371,2020/11/29,68,30,23,13,4,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34372,2020/11/30,78,35,23,12,3,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34373,2020/12/1,88,34,23,15,4,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34374,2020/12/2,78,33,26,14,4,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34375,2020/12/3,77,33,21,15,4,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34376,2020/12/4,80,40,20,13,4,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34377,2020/12/5,103,50,24,11,4,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34378,2020/12/6,131,54,26,14,3,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34379,2020/12/7,144,38,24,16,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34380,2020/12/8,93,37,20,17,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34381,2020/12/9,96,47,21,16,3,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34382,2020/12/10,120,60,27,16,3,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34383,2020/12/11,156,54,31,17,4,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34384,2020/12/12,130,43,26,14,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34385,2020/12/13,117,21,22,14,2,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34386,2020/12/14,56,26,22,16,3,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34387,2020/12/15,70,24,21,15,2,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34388,2020/12/16,71,32,22,17,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34389,2020/12/17,87,35,21,20,4,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34390,2020/12/18,98,28,23,14,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34391,2020/12/19,74,29,26,12,3,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34392,2020/12/20,80,38,23,16,3,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34393,2020/12/21,107,51,21,19,2,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34394,2020/12/22,145,56,27,16,5,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34395,2020/12/23,152,49,31,12,4,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34396,2020/12/24,123,25,28,11,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34397,2020/12/25,64,36,23,13,2,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34398,2020/12/26,89,54,21,12,1,8,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34399,2020/12/27,142,53,28,14,1,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34400,2020/12/28,133,51,19,17,2,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34401,2020/12/29,137,26,25,10,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34402,2020/12/30,60,23,19,14,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34403,2020/12/31,59,29,24,13,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34404,2021/1/1,85,39,26,12,1,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
